data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2021-04-17;09:57:00;COM VÍTIMA;FINALIZADA;COELHOS;PRC MIGUEL DE CERVANTES;60;;EM FRENTE A PRAÇA PROX AO IMIP;COELHOS;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;Outras;;Única;Não existe;;
2021-04-17;08:16:00;COM VÍTIMA;DUPLICIDADE;COELHOS;RUA ANTONIO GOMES DE FREITAS;60;;EM FRENTE A PRAÇA PROX AO IMIP;COELHOS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-17;08:57:00;COM VÍTIMA;FINALIZADA;POÇO DA PANELA;RUA SAMUEL FARIAS;784;AV DEZESSETE DE AGOSTO;OPOSTO EXERCITO BRASILEIRO;POÇO DA PANELA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
2021-04-17;12:27:00;COM VÍTIMA;FINALIZADA;TORRE;AV BEIRA RIO;;;PRÓX À ACADEMIA DA CIDADE / PONTE DA TORRE;TORRE;630;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;;40 km/h;Dupla;;;
2021-04-17;14:43:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;51;RUA GENERAL POLIDORO;EM FRENTE AO POSTO SHELL;CAXANGÁ;231;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-04-17;15:46:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;;IMBIRIBEIRA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-18;00:17:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;350;RUA QUITERIO INACIO DE MELLO;EM FRENTE AO BANCO DO BRASIL;AFOGADOS;333;SUBURBIO;;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Dupla;Faixa contínua;;
2021-04-18;07:45:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;EST DOS REMEDIOS;;AFOGADOS;53;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-18;09:09:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;701;RUA JOSE OSORIO;EM FRENTE AO EDF. SOLAR DO CAPIBARIBE;MADALENA;987;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6c;;Dupla;;;
2021-04-18;10:00:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BALTAZAR PASSOS;310;;PROX. A PAN JOVEM;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;3;0;Longo da via;Chuvoso;Não existe;;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Não existe;;
2021-04-18;11:27:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;;AV SUL;PROX. DO FEIRÃO DE AUTOS E O CRISTAL HOTEL;SÃO JOSÉ;;;COLISÃO FRONTAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;"Placas ""Pare""";;Dupla;Não existe;;
2021-04-18;13:29:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA CONDE DE IRAJA;;;;TORRE;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;0;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;60KM/H;;Faixa seccionada;;
2021-04-18;15:49:00;VÍTIMA FATAL;FINALIZADA;IPSEP;AV RECIFE;3021;RUA JEAN EMILE FAVRE;PX AO POSTO FEDERAL, SENTIDO BOA VIAGEM;IPSEP;;SUBURBIO;COLISÃO TRASEIRA;1;0;0;0;0;0;1;0;0;1;1;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2021-04-18;18:03:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV ANTONIO TORRES GALVAO;;;SEMÁFORO 543 / E/F AO VIADUTO;IMBIRIBEIRA;543;;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-18;18:47:00;SEM VÍTIMA;CANCELADA;IPUTINGA;AV MARIO ALVARES PEREIRA DE LYRA;608;;PROX A COMPESA E IGREJA EMANOEL;IPUTINGA;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-19;09:22:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;CAIS DO APOLO;;;;BAIRRO DO RECIFE;;;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-19;10:32:00;COM VÍTIMA;FINALIZADA;GRAÇAS;AV CONS ROSA E SILVA;347;;EM FRENTE AO HOSPITAL DOS SERVIDORES;GRAÇAS;309;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2021-04-19;17:03:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;;RUA PARANAI;PROX AO HOSPITAL VETERINARIO;CORDEIRO;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;;Seca;;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-19;18:26:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA AURORA;;PTE PRINCESA IZABEL;DELEGACIA DA POLICIA CIVIL;BOA VISTA;;SUBURBIO;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa contínua;;
2021-04-19;18:32:00;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;;TERMINAL MORITINO DE PASSAGEM MECY DA SIVA CAMPOS;BAIRRO DO RECIFE;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-04-19;18:56:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;RUA DAS MOCAS;EM FRENTE AO ARMAZEM CORAL;ARRUDA;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Faixa seccionada;;
2021-04-19;19:00:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;AV PINHEIROS;PRÓXIMO  AO POSTO IPIRANGA;IMBIRIBEIRA;;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
2021-04-19;22:06:40;SEM VÍTIMA;CANCELADA;MACAXEIRA;AV NORTE;;RUA MONTE PAVAO;EM FRENTE AO RESTAURANDO DO CHINA, PROXIMO DA ANTIGA FABRICA DA OTON;MACAXEIRA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;07:05:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;2066;;PROBX. A LOMBADA ELETRONICA E A PRAÇA;SAN MARTIN;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-04-20;08:05:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA CORONEL SERGIO HENRIQUE CARDIM;;BOA VIAGEM;444;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;08:07:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA ITANAGE;;RUA BLUMENAU;;IPSEP;111;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;08:14:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;AV SENADOR ROBERT KENNEDY;;IPSEP;319;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;08:24:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;1103;RUA MONSENHOR JULIO MARIA;LADO OPOSTO AO MARTELINHO DE OURO;MADALENA;;CIDADE;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;Dupla;Faixa contínua;Faixa seccionada;
2021-04-20;08:39:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;;;PROX. AO TI GETULIO VARGAS;CORDEIRO;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;N/I;Única;Faixa seccionada;;
2021-04-20;12:02:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV PREFEITO ARTUR LIMA CAVALCANTI;;;POR TRAS DO HOSPITAL NAVAL;SANTO AMARO;;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Canteiro central;;
2021-04-20;13:17:00;SEM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV NORTE;;LGO DOM LUIZ;LARGO DOM LUIZ;VASCO DA GAMA;95;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;16:07:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;PIZZA CASA FORTE;CASA FORTE;;CIDADE;CHOQUE;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa contínua;;
2021-04-20;16:29:00;COM VÍTIMA;FINALIZADA;IPSEP;RUA ITAJAI;;RUA PAMPULHA;E/F A PADARIA PORTO  AO LADO DA CASA BLANCA  RECEPÇOES;IPSEP;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;"Placas ""Pare""";;Dupla;Não existe;;
2021-04-20;16:46:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;AV DES JOSE NEVES;TREVO SUPERMERCADO;BOA VIAGEM;476;SUBURBIO;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-20;19:04:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DES JOSE NEVES;70;;PROX A FERREIRA PINTO;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;50 km/h;Única;Não existe;;
2021-04-20;19:44:00;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;958;;E/F A IGREJA DO MORMON;IMBIRIBEIRA;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-21;08:49:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;;;E/F AO POSTO PETROBRAS;SÃO JOSÉ;311;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Canteiro central;;
2021-04-21;13:52:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA CAMBOIM;210;;PROX A ESTAÇÃO AEROPORTO;BOA VIAGEM;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-22;08:00:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA CORONEL SERGIO HENRIQUE CARDIM;;BOA VIAGEM;444;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;08:11:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV PROFESSOR JOSE DOS ANJOS;16;;EM FRENTE A ACADEMIA DA CIDADE, SENT. PEIXINHOS;CAMPO GRANDE;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-22;09:13:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV JOAO DE BARROS;;AV VISCONDE DE SUASSUNA;;BOA VISTA;356;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;09:58:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;;DERBY;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;11:09:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;PRC DA REPUBLICA;;SANTO ANTÔNIO;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;11:18:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV NORTE;;RUA ALFREDO DE CASTRO;;ESPINHEIRO;665;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;11:46:00;COM VÍTIMA;CANCELADA;NOVA DESCOBERTA;RUA ALTO JARDIM PROGRESSO;350;;PROX. A QUADRA DE FUTEBOL;NOVA DESCOBERTA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-22;12:02:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;RUA QUINZE DE MARCO;;CORDEIRO;422;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;12:28:00;SEM VÍTIMA;CANCELADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;PRC DA REPUBLICA;;SANTO ANTÔNIO;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;12:43:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;AO LADO DA MARAVILHA MOTO S/T AFOGADOS NO SEMAFORO 631;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Única;Faixa seccionada;;
2021-04-22;13:07:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;EM FRENTE AO SEMAFORO N 076;SÃO JOSÉ;76;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Outros;Outras;;Dupla;Canteiro central;;
2021-04-22;15:07:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;OPOSTO AO IBIS HOTEL;IMBIRIBEIRA;;CIDADE;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;
2021-04-22;15:52:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;RUA NICOLAU PEREIRA;RUA NICOLAU PEREIRA;AFOGADOS;242;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-22;18:22:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;SEMÁFORO 076;SÃO JOSÉ;76;SUBURBIO;COLISÃO TRASEIRA;0;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Incompleta;Seca;Mal conservada;Outros;Outras;;Dupla;Canteiro central;;
2021-04-23;07:10:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA ANTONIO DE CASTRO;94;;EM FRENTE AO CONDOMINIO EDF TURMALINA E AO SALÃO CRIS HAIR;CASA AMARELA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Outros;Não há placas;;Única;Não existe;;
2021-04-23;08:29:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA FREI CASSIMIRO;891;RUA DO POMBAL;;SANTO AMARO;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";40KM/H;Dupla;Canteiro central;;
2021-04-23;10:13:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1343;;;AFOGADOS;;;CHOQUE;1;0;0;0;0;0;0;0;1;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2021-04-23;16:13:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO MINISTERIO DO TRABALHO;SANTO AMARO;108;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canal;Faixa seccionada;Canteiro central
2021-04-23;16:16:00;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;5630;AV JOAO CABRAL DE MELO NETO;BAR ESQUINA DO GALETO;ESTÂNCIA;5631;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-04-23;16:32:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOM BOSCO;;;EM FRENTE AO POSTO BR;BOA VISTA;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa contínua;;
2021-04-23;17:51:00;SEM VÍTIMA;FINALIZADA;PINA;AV BRASILIA FORMOSA;S/N;;;PINA;;;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-23;20:19:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA DA REGENERACAO;333;RUA BOM CONSELHO;PRÓX A CASA DE FERRAGENS JOSÉ LUIZ FONSECA E FILHOS;ÁGUA FRIA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-23;21:27:40;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;RUA BALTAZAR PASSOS;APÓS O PARQUE DONA LINDU, FAIXA DA ESQUERDA;BOA VIAGEM;154;SUBURBIO;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;3;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;Canteiro central;
2021-04-24;09:14:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;1330;;SINISTRO SOB O SEMAFORO N° 379;SANTO AMARO;379;;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Dupla;Canteiro central;Canal;
2021-04-24;10:08:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOM HELDER CAMARA;360;;100 METROS DO NUCLEO DA POLICIA DO IBURA;IBURA;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-04-24;14:49:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA PAMPULHA;160;RUA ITAJAI;E/F A CASA BRANCA RECEPÇOES;IMBIRIBEIRA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;"Placas ""Pare""";60 km/h;Única;Faixa seccionada;;
2021-04-24;15:26:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO HOSPITAL PORTUGUES;PAISSANDU;;BOA VIAGEM;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-24;16:15:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA JERONIMO VILELA;574;;E/F  AO CAMPO VITAL;CAMPO GRANDE;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-24;21:49:40;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA VASCO DA GAMA;5785;RUA RESPLENDOR;E/F A ESCOLA MUNICIPAL PROF ADERBAL GALVÃO;VASCO DA GAMA;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Não existe;;
2021-04-25;21:05:40;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;RUA RODRIGUES FERREIRA;PRÓX A UPA DA CAXANGÁ // PRÓX A ASSEMBLÉIA DE DEUS , SENTIDO CAMARAGIBE;IPUTINGA;232;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
2021-04-26;10:19:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;;RUA JORGE DE LIMA;PROX. DA ESTAÇÃO ANTONIO FALCÃO;IMBIRIBEIRA;402;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa contínua;Faixa seccionada;
2021-04-26;11:34:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2100;RUA PAMPULHA;E/F A CONCESSIONÁRIA RENAULT (SENT. AEROPORTO);IMBIRIBEIRA;534;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-04-26;12:31:00;COM VÍTIMA;FINALIZADA;CURADO;AV PREFEITO ANTONIO PEREIRA;155;RUA DR GEORGE WILLIAM BUTLER;APOS A COPARC  PROX AO TIP  S/T TIP;CURADO;;;COLISÃO LATERAL;1;1;0;0;0;1;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-04-26;13:06:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;;SOB SEMAFORO 555;BOA VIAGEM;555;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
2021-04-26;17:59:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;AV BEBERIBE;EM FRENTE AO BOMPREÇO DO ARRUDA / SEMÁFORO 131;ARRUDA;131;CIDADE;COLISÃO COM CICLISTA;0;0;0;1;0;0;1;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;40 km/h;Única;Faixa seccionada;;
2021-04-26;20:22:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA GENERAL GOES MONTEIRO;;RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE;E/F À CONCESSIONÁRIA MEIRA LINS;IMBIRIBEIRA;;;COLISÃO TRANSVERSAL;0;0;0;0;0;0;1;1;0;0;0;Cruzamento;Bom;Não existe;;Seca;Outros;Não existe;"Placas ""Pare""";30km/h;Dupla;Não existe;;
2021-04-27;07:57:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;;RUA JOSE OSORIO;CRUZAMENTO;MADALENA;179;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;;Única;Faixa seccionada;;
